id,short_name,overall,potential,value_eur,wage_eur,height_cm,weight_kg,club_name,league_level,club_jersey_number,club_contract_valid_until,nationality_name,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_speed,position,position_grouped,league_country,height_weight_ratio,age,preferred_foot_Left,preferred_foot_Right,real_face_No,real_face_Yes,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium
225735,D. Baumann,64,66,725000.0,950,178,82,FSV Zwickau,3,28,2023,Germany,3,3,1,1100000.0,68.0,62.0,53.0,62.0,28.0,72.0,49,61,65,59,53,60,51,32,48,62,66,69,67,60,78,75,90,61,81,55,61,23,65,55,60,48,28,21,23,,RS,A_RS,Germany,2.1707317073170733,26,False,True,True,False,False,True,False,False,False,False,False,False,False
213280,C. Pain,64,64,625000.0,950,175,68,Western United FC,1,11,2023,Australia,3,2,1,781000.0,87.0,62.0,54.0,66.0,54.0,69.0,62,62,47,56,45,64,67,41,44,60,88,87,92,54,89,64,86,85,63,65,61,57,58,51,58,53,51,57,53,,LW,A_LW,Australia,2.573529411764706,27,True,False,True,False,False,False,False,False,False,False,False,False,True
242052,J. Medina,70,76,2500000.0,5000,178,70,New York City FC,1,19,2022,Paraguay,3,3,1,4300000.0,71.0,67.0,70.0,68.0,34.0,55.0,69,68,66,71,63,68,71,66,66,68,71,71,72,60,67,69,70,73,52,65,38,33,69,73,63,65,27,32,28,,CAM,M_CAM,USA,2.5428571428571427,24,True,False,False,True,False,False,True,False,False,False,False,False,False
239394,F. Flecker,67,70,1300000.0,9000,176,70,LASK Linz,1,29,2024,Austria,3,3,1,2000000.0,84.0,60.0,58.0,70.0,36.0,55.0,64,65,38,59,55,68,45,58,51,67,89,80,91,62,80,62,65,82,49,51,36,27,56,58,42,52,47,33,31,,RM,M_RM,Austria,2.5142857142857142,25,False,True,True,False,False,False,False,False,False,False,False,False,True
240335,B. Jacobsen,64,64,550000.0,2000,190,85,SV Wehen Wiesbaden,3,19,2023,Denmark,2,2,1,798000.0,53.0,54.0,58.0,60.0,61.0,76.0,49,52,65,64,50,62,48,46,66,63,54,52,50,55,58,65,48,73,84,52,69,62,54,54,44,58,61,62,55,,RCM,M_RCM,Germany,2.235294117647059,28,False,True,True,False,False,False,False,False,False,False,False,False,True
247648,K. Miller,68,73,1600000.0,3000,183,88,Club de Foot Montréal,1,3,2023,Canada,2,2,1,2400000.0,73.0,23.0,51.0,59.0,66.0,77.0,45,20,57,60,26,60,35,28,54,60,70,76,49,64,53,32,74,67,84,17,71,70,33,49,31,63,64,68,69,,LCB,D_LCB,USA,2.0795454545454546,24,True,False,True,False,True,False,False,False,False,False,False,False,False
248300,M. Singh,58,61,275000.0,650,188,78,ATK Mohun Bagan FC,1,11,2023,India,3,2,1,392000.0,80.0,58.0,45.0,56.0,31.0,72.0,45,60,61,46,51,56,50,31,39,55,74,84,63,59,48,59,72,72,77,51,61,29,63,48,56,50,24,28,31,,RS,A_RS,India,2.41025641025641,25,False,True,True,False,False,True,False,False,False,False,False,False,False
237509,B. Lasme,67,78,2300000.0,8000,188,85,DSC Arminia Bielefeld,1,10,2025,France,3,3,1,4600000.0,83.0,66.0,52.0,62.0,24.0,71.0,36,69,61,60,49,64,58,31,50,66,75,89,62,58,35,73,63,65,90,58,32,14,63,57,66,57,34,12,17,,LS,A_LS,Germany,2.211764705882353,22,True,False,True,False,False,False,False,False,False,False,False,False,True
261452,S. Sabetkar,61,64,375000.0,700,187,81,Degerfors IF,1,4,2023,Sweden,3,2,1,497000.0,59.0,27.0,43.0,42.0,61.0,67.0,35,23,58,62,22,27,24,31,38,59,56,62,46,54,55,44,66,66,73,18,52,56,22,27,42,44,60,66,58,,RCB,D_RCB,Sweden,2.308641975308642,26,False,True,True,False,False,False,False,False,False,False,False,False,True
210022,P. Sprint,62,64,350000.0,700,196,98,FC Viktoria 1889 Berlin,3,1,2022,Germany,2,1,1,534000.0,,,,,,,17,12,13,33,19,15,15,12,34,23,37,42,26,51,31,55,43,40,85,15,22,29,11,15,29,24,22,13,17,39.0,GK,G_GK,Germany,2.0,28,False,True,True,False,False,False,False,False,False,False,False,False,True
251923,A. Gómez,66,66,525000.0,500,169,73,AC Mineros de Guayana,1,7,2021,Venezuela,2,3,1,1100000.0,63.0,62.0,63.0,67.0,46.0,50.0,52,60,38,69,37,68,48,75,58,70,62,64,63,61,66,65,56,37,61,70,36,50,61,67,70,53,33,59,44,,CAM,M_CAM,Venezuela,2.315068493150685,33,True,False,True,False,False,False,False,False,False,False,False,False,True
188414,C. Villanueva,74,74,1700000.0,4000,173,73,Club Deportivo Palestino,1,14,2021,Chile,3,4,1,2300000.0,58.0,70.0,75.0,77.0,49.0,48.0,65,64,52,79,80,78,75,80,75,76,59,57,80,72,81,79,35,62,46,73,40,42,68,77,73,72,61,44,36,,CAM,M_CAM,Chile,2.3698630136986303,35,True,False,True,False,False,False,False,False,False,False,False,True,False
201447,S. Lletget,72,72,2300000.0,7000,178,75,LA Galaxy,1,17,2021,United States,5,4,1,3500000.0,71.0,64.0,72.0,75.0,62.0,72.0,68,64,55,79,60,75,70,54,69,76,69,72,75,74,72,73,59,78,76,57,56,61,68,72,58,75,62,64,60,,CAM,M_CAM,USA,2.3733333333333335,29,False,True,False,True,True,False,False,False,False,False,False,False,False
200610,K. Volland,83,83,37000000.0,83000,179,85,AS Monaco,1,31,2024,Germany,4,3,2,70300000.0,73.0,85.0,79.0,80.0,42.0,86.0,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,,RF,A_RF,France,2.1058823529411765,29,True,False,False,True,True,False,False,False,False,False,False,False,False
246005,J. King,65,77,1600000.0,2000,180,78,Sydney FC,1,16,2022,Australia,3,2,1,2300000.0,72.0,30.0,53.0,60.0,62.0,70.0,52,27,60,65,28,61,26,30,62,57,74,71,65,59,69,29,69,80,73,29,52,57,58,38,31,54,62,64,63,,LB,D_LB,Australia,2.3076923076923075,20,True,False,True,False,False,False,False,False,False,False,False,False,True
256983,N. Baxevanos,62,70,825000.0,1000,187,85,AFC Chindia Târgoviște,1,3,2022,Greece,3,2,1,1300000.0,70.0,19.0,28.0,35.0,61.0,71.0,15,10,58,38,21,25,29,23,39,36,67,72,54,59,51,32,63,52,82,25,68,57,19,17,22,46,59,65,65,,LCB,D_LCB,Romania,2.2,22,True,False,True,False,False,False,False,False,False,True,False,False,False
228600,Javi Jiménez,69,74,1900000.0,5000,171,70,Málaga CF,2,3,2023,Spain,2,2,1,3200000.0,86.0,34.0,62.0,70.0,64.0,70.0,66,32,57,64,29,68,63,44,63,68,85,86,88,63,78,30,62,67,71,33,75,64,69,59,37,70,63,67,64,,LB,D_LB,Spain,2.442857142857143,25,True,False,True,False,False,False,True,False,False,False,False,False,False
252316,H. Ekdal,64,72,1200000.0,2000,188,76,Djurgårdens IF,1,3,2024,Sweden,2,2,1,1700000.0,61.0,33.0,47.0,51.0,64.0,66.0,29,30,60,64,36,43,28,26,60,58,59,63,56,60,55,43,73,63,70,28,59,62,37,34,28,55,66,65,62,,LCB,D_LCB,Sweden,2.473684210526316,22,False,True,True,False,False,False,False,False,False,False,False,False,True
262562,Rafael Santos,66,76,1800000.0,500,184,78,APOEL Nicosia FC,1,4,2022,Brazil,2,2,1,4300000.0,62.0,26.0,38.0,43.0,65.0,67.0,26,22,57,62,21,21,23,28,23,66,55,68,45,73,57,37,72,61,73,24,59,65,23,25,33,59,61,71,70,,LCB,D_LCB,Cyprus,2.358974358974359,23,True,False,True,False,False,False,False,False,False,False,False,False,True
212453,Germán Parreño,67,69,875000.0,2000,189,78,UD Ibiza,2,1,2023,Spain,3,1,1,1400000.0,,,,,,,30,11,19,41,15,13,28,14,40,20,37,35,41,64,40,47,70,33,65,12,38,21,13,46,24,49,17,13,15,36.0,GK,G_GK,Spain,2.423076923076923,28,False,True,True,False,False,False,False,False,False,False,False,False,True
206536,T. Naylor,68,68,1000000.0,2000,188,72,Wigan Athletic,3,4,2024,England,3,2,1,1800000.0,67.0,60.0,60.0,62.0,67.0,82.0,56,56,66,63,51,60,55,50,65,62,68,67,66,62,63,72,73,90,80,68,78,67,55,60,39,63,66,67,66,,RDM,M_RDM,England,2.611111111111111,30,False,True,True,False,False,False,False,False,False,False,True,False,False
253617,M. Villarroel,66,75,1900000.0,500,177,74,Club Deportivo Jorge Wilstermann,1,8,2021,Bolivia,3,2,1,4500000.0,64.0,54.0,63.0,64.0,56.0,67.0,45,50,48,72,17,65,48,49,70,61,67,61,62,60,68,59,72,81,60,63,68,60,65,65,55,72,51,63,51,,LCM,M_LCM,Bolivia,2.391891891891892,23,True,False,True,False,False,False,True,False,False,False,False,False,False
193557,F. Nouble,61,61,325000.0,3000,190,82,Colchester United,4,9,2023,England,4,3,1,569000.0,73.0,60.0,49.0,58.0,41.0,78.0,53,59,55,45,59,63,54,51,40,58,71,75,49,50,48,67,61,74,91,57,56,43,59,58,59,58,44,37,24,,RS,A_RS,England,2.317073170731707,29,False,True,True,False,False,False,False,False,True,False,False,False,False
224891,Rafael Ramos,70,73,1900000.0,4000,170,70,Santa Clara,1,2,2022,Portugal,3,3,1,4100000.0,76.0,50.0,61.0,68.0,66.0,76.0,62,49,54,66,29,68,53,36,55,65,75,76,75,68,80,60,53,81,75,44,78,68,67,65,48,68,68,66,65,,RB,D_RB,Portugal,2.4285714285714284,26,False,True,True,False,False,False,True,False,False,False,False,False,False
246098,Vítor Tormena,75,78,6500000.0,12000,192,84,SC Braga,1,3,2024,Brazil,2,2,1,13500000.0,53.0,36.0,58.0,60.0,77.0,77.0,66,28,77,69,26,58,40,25,63,68,54,53,39,72,41,56,32,70,86,32,74,74,43,39,41,73,80,77,76,,LCB,D_LCB,Portugal,2.2857142857142856,25,False,True,True,False,False,False,False,False,False,False,False,False,True
217096,J. Lumley,67,72,1200000.0,7000,190,73,Middlesbrough,2,1,2023,England,3,1,1,2400000.0,,,,,,,18,12,19,21,15,19,15,13,18,23,43,46,30,64,51,52,51,38,51,16,26,25,19,45,17,28,20,19,20,44.0,GK,G_GK,England,2.6027397260273974,26,False,True,True,False,False,False,False,False,False,False,False,False,True
170320,L. De Silvestri,76,76,3900000.0,28000,186,84,Bologna,1,29,2022,Italy,3,3,2,6600000.0,73.0,67.0,71.0,73.0,73.0,75.0,77,64,78,74,58,74,65,62,71,75,70,75,65,74,58,74,73,74,78,70,71,72,74,65,52,72,72,73,73,,RB,D_RB,Italy,2.2142857142857144,33,False,True,True,False,False,False,False,False,False,False,False,False,True
225663,A. Golovin,79,83,24500000.0,53000,180,69,AS Monaco,1,17,2024,Russia,4,4,3,48400000.0,81.0,72.0,79.0,83.0,67.0,69.0,80,69,38,79,70,84,80,79,74,82,77,84,88,82,81,78,67,88,57,75,76,73,75,80,52,80,67,72,66,,LF,A_LF,France,2.608695652173913,25,False,True,True,False,True,False,False,False,False,False,False,False,False
188989,F. Riedel,62,62,275000.0,500,175,73,TSV Havelse,3,39,2022,Germany,4,2,1,399000.0,73.0,43.0,60.0,61.0,60.0,66.0,60,41,56,65,43,59,57,43,60,59,74,73,71,58,69,50,60,68,67,41,61,61,46,55,40,57,52,66,68,,RM,M_RM,Germany,2.3972602739726026,31,False,True,True,False,False,False,True,False,False,False,False,False,False
234112,Dodô,73,84,6500000.0,650,166,71,Shakhtar Donetsk,1,2,2025,Brazil,3,3,1,15000000.0,88.0,58.0,64.0,73.0,66.0,67.0,73,60,55,68,49,72,46,52,59,72,85,90,80,73,86,60,80,75,67,50,55,67,77,59,50,63,68,68,64,,RB,D_RB,Ukraine,2.3380281690140845,22,False,True,True,False,False,False,True,False,False,False,False,False,False
219957,J. Laursen,68,69,1300000.0,9000,181,76,DSC Arminia Bielefeld,1,5,2023,Denmark,3,3,1,2400000.0,68.0,52.0,60.0,67.0,66.0,69.0,65,52,41,67,30,67,52,37,58,67,71,66,76,59,70,61,70,74,70,46,62,60,69,54,40,50,67,75,71,,LB,D_LB,Germany,2.3815789473684212,26,True,False,True,False,True,False,False,False,False,False,False,False,False
216981,G. Kastaneer,63,66,625000.0,2000,185,85,PEC Zwolle,1,7,2023,Curacao,3,3,1,953000.0,70.0,65.0,55.0,65.0,31.0,68.0,60,63,62,55,59,67,54,52,44,66,68,72,62,53,70,73,64,36,80,66,78,25,58,59,55,58,28,30,22,,RW,A_RW,Netherlands,2.176470588235294,25,False,True,True,False,False,False,False,False,True,False,False,False,False
227082,D. Markey,58,61,275000.0,500,172,68,Drogheda United,1,7,2021,Republic of Ireland,4,3,1,447000.0,70.0,52.0,56.0,63.0,50.0,56.0,56,51,46,58,55,60,56,52,52,60,70,70,82,50,85,57,54,69,54,46,44,50,56,55,53,63,55,49,43,,CAM,M_CAM,Ireland,2.5294117647058822,24,False,True,True,False,False,False,True,False,False,False,False,False,False
250893,L. Duarte,65,70,1100000.0,3000,180,67,FC Groningen,1,6,2025,Netherlands,4,2,1,1700000.0,65.0,60.0,66.0,67.0,59.0,66.0,67,52,44,68,54,67,67,66,60,67,67,63,74,65,67,73,52,69,67,67,61,67,60,64,48,62,58,61,57,,LDM,M_LDM,Netherlands,2.6865671641791047,24,False,True,True,False,False,False,False,False,False,False,False,False,True
211618,D. Starkl,63,63,500000.0,3000,176,70,FC Flyeralarm Admira,1,7,2022,Austria,4,2,1,725000.0,75.0,59.0,57.0,65.0,36.0,59.0,55,60,53,63,58,65,57,36,59,64,81,70,76,61,77,65,79,48,59,53,70,23,58,54,59,48,26,48,38,,RS,A_RS,Austria,2.5142857142857142,27,False,True,True,False,False,False,True,False,False,False,False,False,False
231355,Ayrton,75,82,10500000.0,37000,180,72,Spartak Moskva,1,6,2024,Brazil,3,3,1,18900000.0,84.0,55.0,65.0,75.0,67.0,76.0,71,50,63,68,49,78,69,56,59,73,86,83,77,73,76,66,81,89,70,56,72,65,67,59,44,65,64,70,73,,LB,D_LB,Russia,2.5,24,True,False,True,False,False,False,False,False,False,False,False,False,True
237708,M. Sylla,66,76,1900000.0,4000,181,70,FC Utrecht,1,29,2023,France,3,3,1,3200000.0,82.0,63.0,54.0,70.0,22.0,56.0,52,65,59,61,59,72,51,45,50,68,83,82,76,68,66,64,66,59,58,59,43,16,66,51,65,59,22,17,14,,RW,A_RW,Netherlands,2.585714285714286,21,False,True,True,False,False,False,True,False,False,False,False,False,False
210389,B. Smith,67,68,1100000.0,3000,177,70,Seattle Sounders FC,1,11,2021,Australia,3,2,1,1700000.0,78.0,49.0,60.0,65.0,62.0,66.0,63,50,50,63,23,63,62,27,60,64,76,79,76,64,74,52,64,71,63,49,68,63,63,59,40,61,64,62,61,,LM,M_LM,USA,2.5285714285714285,27,True,False,False,True,True,False,False,False,False,False,False,False,False
214369,A. Andrade,73,73,2400000.0,2000,177,71,Atlético Nacional,1,10,2022,Colombia,2,3,1,3200000.0,77.0,71.0,68.0,75.0,41.0,63.0,65,70,45,71,66,76,66,59,69,77,76,78,79,67,68,74,66,71,70,68,35,37,70,70,76,59,52,35,29,,CAM,M_CAM,Colombia,2.492957746478873,32,False,True,True,False,False,True,False,False,False,False,False,False,False
222515,Z. Ferhat,77,77,10500000.0,9000,183,70,Nîmes Olympique,2,10,2022,Algeria,4,4,2,18900000.0,81.0,64.0,76.0,76.0,31.0,70.0,81,63,60,76,55,78,74,68,70,76,82,81,74,71,68,69,71,88,74,60,38,24,73,76,66,74,29,30,27,,LM,M_LM,France,2.6142857142857143,28,False,True,True,False,False,True,False,False,False,False,False,False,False
198046,D. Dąbrowski,69,69,1200000.0,5000,182,81,Pogoń Szczecin,1,8,2024,Poland,3,2,1,1600000.0,69.0,56.0,65.0,65.0,66.0,78.0,64,49,58,68,53,61,58,61,65,67,75,64,72,68,70,73,85,84,80,57,65,71,52,63,51,70,63,68,63,,CDM,M_CDM,Poland,2.246913580246914,29,False,True,True,False,True,False,False,False,False,False,False,False,False
257185,L. Blanco,65,75,1500000.0,4000,183,75,Rosario Central,1,3,2021,Argentina,3,2,1,2600000.0,73.0,40.0,53.0,64.0,60.0,64.0,60,35,45,56,34,65,44,37,53,62,71,74,71,62,73,48,58,73,60,41,65,57,50,46,43,53,62,64,65,,LB,D_LB,Argentina,2.44,22,True,False,True,False,False,False,True,False,False,False,False,False,False
247204,Emerson,79,84,25000000.0,70000,181,79,Tottenham Hotspur,1,12,2026,Brazil,3,3,1,49400000.0,84.0,62.0,71.0,74.0,74.0,77.0,77,57,70,77,44,74,73,47,65,77,82,85,74,75,67,77,79,82,74,62,80,72,73,65,48,65,70,78,79,,RB,D_RB,England,2.2911392405063293,22,False,True,True,False,False,False,True,False,False,False,False,False,False
239893,C. Coxe,60,69,525000.0,2000,185,70,Colchester United,4,27,2022,Wales,3,2,1,1000000.0,75.0,41.0,52.0,59.0,53.0,62.0,57,40,49,52,27,58,55,31,50,58,73,77,69,50,69,42,59,74,62,45,50,54,53,53,27,53,50,56,55,,RWB,D_RWB,England,2.642857142857143,22,False,True,True,False,False,False,True,False,False,False,False,False,False
205073,F. Kiss,73,73,2500000.0,22000,187,82,Ettifaq FC,1,14,2022,Slovakia,4,3,1,4100000.0,35.0,61.0,65.0,66.0,70.0,83.0,44,57,66,75,39,66,58,62,71,67,37,34,62,66,63,67,72,88,83,63,81,70,56,65,84,64,69,71,69,,CDM,M_CDM,Saudi Arabia,2.2804878048780486,30,False,True,True,False,False,False,True,False,False,False,False,False,False
228892,I. Rivero,73,73,3000000.0,46000,166,60,Cruz Azul,1,15,2023,Uruguay,3,3,1,5100000.0,62.0,60.0,71.0,71.0,68.0,73.0,63,50,76,75,48,69,63,67,75,75,55,67,66,75,83,75,59,79,68,70,82,73,68,72,47,65,64,67,66,,RCM,M_RCM,Mexico,2.7666666666666666,29,False,True,True,False,False,False,False,False,False,False,False,False,True
230241,Enzo Chissano,77,77,9500000.0,36000,165,62,Palmeiras,1,7,2024,Brazil,3,2,1,18100000.0,79.0,62.0,71.0,70.0,74.0,69.0,76,58,74,73,69,69,76,80,68,69,76,82,74,77,54,75,86,75,65,60,68,73,44,60,73,78,76,74,72,,LB,D_LB,Brazil,2.661290322580645,29,True,False,True,False,False,False,False,False,False,False,False,False,True
167664,G. Higuaín,81,81,16500000.0,14000,186,89,Inter Miami CF,1,9,2022,Argentina,4,3,4,24800000.0,58.0,84.0,71.0,78.0,29.0,71.0,68,86,77,75,83,79,74,69,63,81,57,59,64,80,67,85,72,56,86,80,50,18,86,75,70,84,32,22,18,,ST,A_ST,USA,2.0898876404494384,33,False,True,False,True,False,False,True,False,False,False,False,False,False
225071,B. Whiteman,70,75,2100000.0,16000,185,68,Preston North End,2,4,2024,England,3,3,1,4100000.0,68.0,63.0,68.0,69.0,63.0,71.0,58,58,55,73,56,65,62,65,72,72,68,68,74,68,76,70,68,78,71,68,62,68,64,67,64,74,61,65,63,,RCM,M_RCM,England,2.7205882352941178,25,False,True,True,False,False,False,False,False,False,False,False,False,True
184282,R. Lainton,60,60,130000.0,500,193,79,Wrexham AFC,5,1,2023,England,2,1,1,280000.0,,,,,,,15,14,12,25,12,12,11,12,16,22,55,54,53,57,46,41,35,33,63,14,44,14,13,41,11,24,17,13,15,55.0,GK,G_GK,England,2.4430379746835444,31,False,True,True,False,False,False,False,False,False,False,False,False,True
222519,A. Stølås,65,65,500000.0,1000,182,75,FK Haugesund,1,22,2022,Norway,2,3,1,625000.0,68.0,68.0,66.0,67.0,60.0,70.0,69,64,53,64,55,68,73,73,61,66,66,70,75,61,64,84,79,72,72,68,60,59,57,67,59,58,57,64,61,,LB,D_LB,Norway,2.4266666666666667,32,True,False,True,False,False,False,True,False,False,False,False,False,False
204876,Clerc,77,77,9500000.0,27000,182,69,Levante Unión Deportiva,1,19,2022,Spain,2,3,1,20000000.0,87.0,58.0,71.0,76.0,70.0,73.0,77,56,57,73,48,77,75,56,64,74,84,89,77,73,73,64,73,85,72,59,62,73,72,68,50,73,71,72,72,,LB,D_LB,Spain,2.63768115942029,29,True,False,True,False,False,False,True,False,False,False,False,False,False
220074,R. Espejord,63,67,675000.0,2000,189,86,Tromsø IL,1,9,2021,Norway,4,2,1,,62.0,64.0,49.0,58.0,29.0,66.0,42,66,62,60,61,55,53,35,41,63,60,63,61,56,49,65,74,55,82,60,36,17,66,45,55,62,45,14,13,,LS,A_LS,Norway,2.197674418604651,25,False,True,True,False,False,True,False,False,False,False,False,False,False
200696,H. Verhulst,67,70,950000.0,3000,191,92,AZ Alkmaar,1,12,2023,Netherlands,3,1,1,1500000.0,,,,,,,14,11,15,29,15,17,9,15,40,28,45,52,45,64,61,53,63,45,66,17,22,17,13,17,36,38,14,18,14,48.0,GK,G_GK,Netherlands,2.0760869565217392,28,True,False,True,False,False,False,False,False,False,False,False,False,True
221552,S. Nilsen,69,69,1200000.0,3000,184,78,SK Brann,1,19,2025,Norway,3,2,1,1500000.0,57.0,53.0,62.0,63.0,67.0,78.0,55,51,69,68,54,61,56,64,66,65,54,59,57,70,70,60,75,79,77,50,79,67,47,54,52,68,71,64,60,,CDM,M_CDM,Norway,2.358974358974359,29,False,True,True,False,False,False,False,False,False,False,True,False,False
193627,N. Clark,64,64,575000.0,2000,178,66,Dundee United,1,10,2023,Scotland,3,2,1,1000000.0,68.0,65.0,59.0,64.0,34.0,57.0,52,66,60,64,55,63,52,54,60,62,69,68,71,62,81,66,63,69,54,62,46,24,65,58,72,61,23,41,35,,RS,A_RS,Scotland,2.696969696969697,30,False,True,True,False,False,False,True,False,False,False,False,False,False
261648,M. Cova,65,65,725000.0,500,173,68,Deportivo Táchira FC,1,15,2021,Venezuela,3,2,1,1600000.0,71.0,55.0,70.0,65.0,33.0,66.0,61,60,44,73,46,64,74,77,79,65,70,72,75,55,66,66,50,70,69,30,58,20,69,65,60,62,32,38,40,,RCM,M_RCM,Venezuela,2.5441176470588234,29,False,True,True,False,False,False,False,False,False,False,False,False,True
169623,P. Hartley,66,66,400000.0,650,187,90,Jamshedpur FC,1,29,2022,England,3,2,1,540000.0,35.0,32.0,48.0,38.0,65.0,84.0,48,31,67,54,29,35,24,26,55,38,38,33,32,50,43,39,71,74,87,32,92,61,17,44,33,54,67,66,61,,LCB,D_LCB,India,2.077777777777778,33,True,False,True,False,False,False,False,False,False,False,True,False,False
210521,S. Çikalleshi,69,69,1400000.0,10000,185,80,İttifak Holding Konyaspor,1,17,2022,Albania,4,2,1,2800000.0,64.0,70.0,55.0,63.0,40.0,69.0,57,70,73,56,69,68,56,47,55,70,65,64,36,61,36,73,53,69,80,69,47,30,72,55,58,50,48,32,23,,ST,A_ST,Turkey,2.3125,31,False,True,True,False,False,False,False,False,False,False,True,False,False
252773,J. Griffiths,64,79,1200000.0,3000,198,87,Lincoln City,3,1,2022,England,3,1,1,,,,,,,,13,10,12,31,10,13,14,14,35,15,33,35,37,57,49,47,57,21,49,10,20,12,10,43,10,42,10,10,14,34.0,GK,G_GK,England,2.2758620689655173,20,False,True,True,False,False,False,False,False,False,False,False,False,True
228375,M. Vera,68,73,1600000.0,3000,173,69,Houston Dynamo,1,22,2021,Argentina,3,2,1,2400000.0,67.0,45.0,59.0,62.0,67.0,67.0,55,33,56,67,45,55,48,62,63,64,66,68,73,65,79,62,59,81,59,55,70,66,50,50,48,69,65,75,62,,CDM,M_CDM,USA,2.5072463768115942,25,False,True,True,False,False,False,False,False,False,False,False,False,True
211110,P. Dybala,87,88,93000000.0,160000,177,75,Juventus,1,10,2022,Argentina,3,4,3,160400000.0,84.0,86.0,86.0,90.0,40.0,60.0,82,85,59,87,88,90,90,88,79,93,88,80,92,80,94,84,75,70,61,89,43,42,82,91,84,79,32,41,39,,CAM,M_CAM,Italy,2.36,27,True,False,False,True,False,False,False,False,False,False,False,False,True
248710,Paulino,68,74,1900000.0,4000,181,70,Málaga CF,2,7,2023,Spain,3,3,1,3400000.0,72.0,63.0,65.0,70.0,32.0,53.0,69,66,39,65,47,71,65,66,59,69,69,74,77,62,67,65,53,64,47,56,55,35,67,64,64,62,36,25,30,,RM,M_RM,Spain,2.585714285714286,24,True,False,True,False,False,False,False,False,False,False,False,False,True
209960,Pacheco,80,82,17500000.0,25000,186,81,Deportivo Alavés,1,1,2023,Spain,2,1,1,39800000.0,,,,,,,14,16,10,28,13,13,20,20,29,15,48,42,62,77,53,53,73,43,75,15,29,26,14,53,23,62,18,16,13,46.0,GK,G_GK,Spain,2.2962962962962963,29,True,False,False,True,False,False,False,False,False,False,False,False,True
246112,N. Djouahra,65,78,1800000.0,2000,171,67,Real Sociedad B,2,21,2023,France,2,4,1,3900000.0,72.0,60.0,61.0,72.0,30.0,55.0,51,66,38,68,48,73,60,44,65,69,76,68,82,55,84,60,46,50,59,53,51,28,60,58,47,65,28,31,29,,RM,M_RM,Spain,2.5522388059701493,21,False,True,True,False,False,False,False,False,False,False,False,True,False
247963,I. Larie,65,65,230000.0,3000,191,86,FC Farul Constanța,1,17,2023,Romania,2,2,1,311000.0,39.0,29.0,48.0,46.0,63.0,74.0,41,19,66,58,43,38,26,38,53,54,34,43,38,59,52,57,71,60,85,21,67,62,17,42,45,57,62,63,63,,RCB,D_RCB,Romania,2.2209302325581395,34,False,True,True,False,False,False,False,True,False,False,False,False,False
259941,J. Murrugarra,65,70,1000000.0,500,177,76,Club Universitario de Deportes,1,23,2022,Peru,3,2,1,2200000.0,61.0,51.0,59.0,59.0,61.0,63.0,43,51,42,68,33,55,37,55,62,65,61,61,58,58,69,60,59,69,60,50,65,65,39,61,44,48,65,63,56,,RCM,M_RCM,Peru,2.3289473684210527,24,False,True,True,False,False,False,False,False,False,False,False,False,True
222573,A. Tello,69,74,2100000.0,8000,181,80,Benevento,2,8,2022,Colombia,3,3,1,3900000.0,85.0,58.0,68.0,73.0,61.0,81.0,69,55,61,73,67,73,66,52,69,73,86,85,80,70,66,59,75,85,83,61,70,66,66,62,51,65,56,64,58,,RCM,M_RCM,Italy,2.2625,25,False,True,True,False,True,False,False,False,False,False,False,False,False
235773,L. James-Wildin,64,71,1100000.0,2000,178,75,Stevenage,4,2,2023,Antigua and Barbuda,3,2,1,2100000.0,81.0,51.0,54.0,61.0,57.0,77.0,60,49,52,56,34,61,49,36,45,58,80,81,75,56,66,56,79,87,76,58,66,57,55,55,36,56,57,59,57,,RB,D_RB,England,2.3733333333333335,23,False,True,True,False,False,False,True,False,False,False,False,False,False
215148,M. Bíttolo,74,74,3100000.0,13000,170,62,Newell's Old Boys,1,28,2023,Argentina,2,3,1,4700000.0,76.0,46.0,72.0,70.0,68.0,65.0,82,44,59,74,35,70,80,38,71,69,72,80,67,73,77,50,76,74,58,45,67,72,59,66,47,66,65,70,72,,LB,D_LB,Argentina,2.7419354838709675,31,True,False,True,False,False,False,True,False,False,False,False,False,False
223760,A. Singh,63,66,450000.0,700,186,80,ATK Mohun Bagan FC,1,1,2026,India,1,1,1,641000.0,,,,,,,18,18,15,30,17,14,20,17,22,27,44,43,30,64,53,40,54,30,67,20,21,19,12,36,30,57,16,17,17,44.0,GK,G_GK,India,2.325,28,False,True,True,False,False,False,False,False,False,False,False,False,True
